transaction_id,account_id,transaction_amount,avg_daily_amount,transaction_time,recipient_id,is_known_contact,destination_country,account_type,declared_income,prior_risk_score,transactions_last_hour
TX126,1126,40000000,800000,00:37,10006,TRUE,Kenya,Personal,11500000,0.25,13
TX127,1127,15000000,165000,12:44,2008,TRUE,Lebanon,Business,10000000,0.34,15
TX128,1128,10000000,200000,07:10,5002,TRUE,Philippines,Personal,10500000,0.18,16
TX129,1129,163000000,2445000,10:21,4005,TRUE,Germany,Business,2000000,0.79,18
TX130,1130,159000000,3180000,04:08,8005,FALSE,Nigeria,Business,7500000,0.35,12
TX131,1131,175000000,2100000,16:11,6008,FALSE,Syria,Business,5000000,1.00,19
TX132,1132,155000000,3100000,17:35,8005,FALSE,Russia,Business,3000000,0.36,7
TX133,1133,180000000,1440000,20:54,7009,TRUE,Nigeria,Personal,3500000,0.58,18
TX134,1134,20000000,380000,17:09,7003,TRUE,Lebanon,Business,9500000,0.74,4
TX135,1135,53000000,954000,10:11,3007,FALSE,Zimbabwe,Business,10000000,0.42,0
TX136,1136,180000000,1440000,12:09,4008,FALSE,Russia,Business,2500000,0.98,15
TX137,1137,174000000,1740000,15:31,7005,FALSE,Pakistan,Personal,12500000,0.38,16
TX138,1138,126000000,1260000,19:38,9007,FALSE,Turkey,Personal,8500000,0.03,7
TX139,1139,32000000,480000,20:59,7009,TRUE,Myanmar,Personal,17000000,0.35,16
TX140,1140,44000000,660000,12:00,4001,FALSE,Syria,Business,3000000,0.20,13
TX141,1141,184000000,920000,06:24,9004,TRUE,Lebanon,Personal,4500000,0.86,8
TX142,1142,67000000,670000,18:00,6008,FALSE,Pakistan,Business,10000000,0.28,15
TX143,1143,149000000,1043000,03:22,7003,TRUE,United Arab Emirates (UAE),Personal,9500000,0.99,19
TX144,1144,169000000,2028000,15:00,7007,TRUE,United Arab Emirates (UAE),Personal,14500000,0.23,13
TX145,1145,105000000,1365000,23:37,5002,TRUE,India,Personal,12500000,0.31,15
TX146,1146,36000000,504000,20:46,7008,FALSE,North Korea,Business,14500000,0.63,6
TX147,1147,81000000,1377000,15:23,5005,FALSE,Myanmar,Business,15500000,0.04,13
TX148,1148,169000000,3380000,07:15,7005,FALSE,North Korea,Personal,14500000,0.83,9
TX149,1149,182000000,1820000,15:28,8003,TRUE,Iran,Personal,4000000,0.72,10
TX150,1150,182000000,1456000,11:24,2003,FALSE,Panama,Business,13500000,0.41,2
TX151,1151,193000000,2509000,22:07,6006,FALSE,North Korea,Personal,1500000,0.82,13
TX152,1152,140000000,2800000,14:55,9004,TRUE,Mexico,Business,8000000,0.31,7
TX153,1153,16000000,192000,10:56,5003,FALSE,Zimbabwe,Personal,6000000,0.53,0
TX154,1154,42000000,504000,05:38,6006,FALSE,Myanmar,Business,6500000,0.43,19
TX155,1155,191000000,1337000,08:08,3006,FALSE,Iran,Business,9500000,0.09,2
TX156,1156,47000000,611000,17:55,3004,FALSE,Lebanon,Business,14500000,0.46,8
TX157,1157,66000000,726000,02:34,7005,FALSE,Venezuela,Business,11000000,0.51,14
TX158,1158,58000000,522000,10:05,10004,FALSE,Nigeria,Business,20000000,0.68,3
TX159,1159,168000000,2352000,13:39,6001,FALSE,Afghanistan,Personal,18000000,0.51,0
TX160,1160,97000000,485000,12:56,6002,TRUE,Myanmar,Personal,9000000,0.38,18
TX161,1161,69000000,621000,23:02,2008,FALSE,United Arab Emirates (UAE),Personal,17000000,0.52,4
TX162,1162,111000000,555000,15:08,9005,TRUE,Myanmar,Business,18000000,0.40,13
TX163,1163,12000000,192000,13:35,4005,FALSE,North Korea,Business,14000000,0.17,20
TX164,1164,85000000,935000,17:57,2008,FALSE,Venezuela,Business,11000000,0.80,10
TX165,1165,141000000,2397000,13:23,10007,TRUE,Panama,Personal,15500000,0.44,12
TX166,1166,87000000,957000,08:09,9001,FALSE,Cayman Islands,Personal,14000000,0.86,13
TX167,1167,40000000,320000,13:12,6005,TRUE,North Korea,Personal,12000000,0.76,6
TX168,1168,170000000,1020000,20:43,7004,FALSE,Thailand,Personal,9000000,0.56,7
TX169,1169,177000000,1239000,06:28,8007,FALSE,India,Personal,14500000,0.93,7
TX170,1170,158000000,2370000,04:13,8009,TRUE,Lebanon,Personal,18500000,0.62,9
TX171,1171,19000000,380000,20:16,6005,TRUE,Kenya,Personal,10500000,0.18,15
TX172,1172,185000000,2220000,01:12,7005,TRUE,Pakistan,Personal,14500000,0.74,0
TX173,1173,20000000,180000,10:42,8006,TRUE,Zimbabwe,Personal,13000000,0.40,14
TX174,1174,31000000,527000,20:52,9005,TRUE,Cayman Islands,Personal,3500000,0.08,2
TX175,1175,124000000,1240000,19:31,6008,TRUE,Iran,Business,12000000,0.31,7
TX176,1176,137000000,685000,16:00,5001,FALSE,Pakistan,Business,5500000,0.18,17
TX177,1177,58000000,1160000,11:57,9006,FALSE,Lebanon,Business,3000000,0.65,1
TX178,1178,72000000,720000,07:10,6007,FALSE,Iran,Business,16500000,0.09,5
TX179,1179,92000000,1012000,22:37,2007,TRUE,Venezuela,Personal,14500000,0.77,9
TX180,1180,46000000,230000,01:47,7007,FALSE,Cayman Islands,Business,8000000,0.27,4
TX181,1181,32000000,416000,07:06,2009,FALSE,Cayman Islands,Business,19000000,0.26,1
TX182,1182,104000000,1872000,19:30,2002,TRUE,North Korea,Personal,16000000,0.01,1
TX183,1183,130000000,2210000,17:45,4009,TRUE,Panama,Personal,2000000,0.22,11
TX184,1184,113000000,1017000,16:30,3002,TRUE,Panama,Business,4000000,0.03,2
TX185,1185,188000000,1504000,04:20,8002,TRUE,Iran,Personal,2500000,0.69,10
TX186,1186,186000000,3162000,09:46,5006,FALSE,Myanmar,Business,13000000,0.20,13
TX187,1187,54000000,972000,03:01,4008,FALSE,Panama,Business,19000000,0.77,11
TX188,1188,151000000,2567000,21:50,4008,TRUE,Syria,Personal,10000000,0.40,20
TX189,1189,13000000,260000,04:20,9003,TRUE,Nigeria,Business,9000000,0.70,7
TX190,1190,54000000,972000,14:10,4005,FALSE,Myanmar,Personal,13500000,0.35,3
TX191,1191,171000000,1710000,11:41,9008,TRUE,Russia,Personal,7000000,0.31,19
TX192,1192,188000000,2820000,08:08,5003,TRUE,South Africa,Business,16500000,0.69,7
TX193,1193,127000000,1143000,07:13,5006,TRUE,Pakistan,Personal,19500000,0.98,14
TX194,1194,181000000,3077000,13:08,8002,FALSE,Cayman Islands,Personal,17500000,0.00,0
TX195,1195,176000000,2288000,23:01,6006,TRUE,Brazil,Business,19500000,0.26,4
TX196,1196,30000000,540000,03:31,7002,TRUE,Iran,Personal,15000000,0.85,19
TX197,1197,56000000,560000,15:21,3009,TRUE,Lebanon,Personal,1500000,0.41,6
TX198,1198,95000000,855000,17:09,3008,TRUE,United Arab Emirates (UAE),Personal,5500000,0.93,14
TX199,1199,46000000,322000,11:13,3002,TRUE,Philippines,Business,13000000,0.01,17
TX200,1200,43000000,301000,20:21,6001,FALSE,Myanmar,Personal,10000000,0.68,17
TX201,1201,128000000,2176000,05:55,10001,FALSE,Venezuela,Personal,19000000,0.70,4
TX202,1202,91000000,1729000,18:24,5009,FALSE,Syria,Business,1500000,0.56,4
TX203,1203,72000000,576000,16:28,6006,TRUE,Afghanistan,Personal,4000000,0.20,4
TX204,1204,153000000,1836000,12:08,10004,TRUE,Russia,Business,7500000,0.43,9
TX205,1205,192000000,3264000,17:49,9008,FALSE,Afghanistan,Personal,7000000,0.10,12
TX206,1206,8000000,96000,04:37,4003,TRUE,Pakistan,Personal,13000000,0.92,14
TX207,1207,154000000,924000,19:28,6008,FALSE,United Arab Emirates (UAE),Personal,13000000,0.79,17
TX208,1208,7000000,35000,03:36,3004,TRUE,United Arab Emirates (UAE),Business,4500000,0.40,15
TX209,1209,146000000,2044000,18:23,5004,TRUE,Iran,Personal,10500000,0.82,6
TX210,1210,62000000,930000,20:46,10004,TRUE,Pakistan,Personal,4000000,0.36,8
TX211,1211,171000000,1368000,20:29,3004,TRUE,Venezuela,Business,14500000,0.06,8
TX212,1212,45000000,630000,04:49,7001,FALSE,United States,Personal,9500000,0.10,18
TX213,1213,20000000,380000,22:25,9004,TRUE,Syria,Business,19000000,0.22,5
TX214,1214,198000000,1188000,12:53,2004,FALSE,Afghanistan,Personal,5000000,0.03,16
TX215,1215,41000000,492000,19:23,5004,TRUE,North Korea,Personal,11500000,0.75,9
TX216,1216,31000000,589000,03:39,9008,TRUE,Iran,Business,18500000,0.75,17
TX217,1217,164000000,1968000,08:20,6001,TRUE,Venezuela,Personal,7500000,0.47,6
TX218,1218,186000000,1116000,14:50,9003,TRUE,Lebanon,Business,3000000,0.49,15
TX219,1219,195000000,3315000,07:20,4005,TRUE,Nigeria,Personal,15000000,0.21,18
TX220,1220,23000000,207000,18:32,2006,TRUE,Afghanistan,Business,18000000,0.64,8
TX221,1221,134000000,1742000,08:23,10002,FALSE,Syria,Personal,6000000,0.86,12
TX222,1222,40000000,600000,22:56,5005,FALSE,Cayman Islands,Business,6000000,0.53,18
TX223,1223,89000000,801000,23:54,7001,FALSE,South Africa,Business,2000000,0.02,2
TX224,1224,34000000,306000,08:46,4007,FALSE,United Arab Emirates (UAE),Personal,3500000,0.85,17
TX225,1225,89000000,890000,15:55,7002,FALSE,Myanmar,Personal,1500000,0.74,6
TX226,1226,76000000,1520000,18:13,7005,FALSE,Russia,Personal,7500000,0.16,3
TX227,1227,92000000,1012000,04:11,4002,FALSE,Nigeria,Personal,13000000,0.73,20
TX228,1228,54000000,270000,02:41,6001,TRUE,Indonesia,Business,7000000,0.56,14
TX229,1229,32000000,352000,03:08,6003,TRUE,Philippines,Personal,3500000,0.15,19
TX230,1230,157000000,1256000,13:03,9007,FALSE,United Arab Emirates (UAE),Personal,7500000,0.12,17
TX231,1231,67000000,737000,23:14,6004,TRUE,Syria,Personal,13500000,0.23,19
TX232,1232,2000000,16000,11:41,6001,FALSE,Indonesia,Personal,9500000,0.79,9
TX233,1233,132000000,660000,12:24,6006,FALSE,Myanmar,Business,2500000,0.50,1
TX234,1234,127000000,1651000,09:25,4008,TRUE,Iran,Personal,3500000,0.24,8
TX235,1235,67000000,804000,06:14,5007,TRUE,Panama,Business,15500000,0.76,11
TX236,1236,114000000,1368000,09:13,7006,TRUE,Afghanistan,Personal,19500000,0.62,19
TX237,1237,28000000,420000,02:07,7008,FALSE,Russia,Personal,6000000,0.62,2
TX238,1238,99000000,1683000,06:27,6009,FALSE,Lebanon,Personal,15000000,0.22,4
TX239,1239,137000000,2329000,02:20,3001,FALSE,Syria,Business,7500000,0.71,15
TX240,1240,96000000,480000,15:47,10009,TRUE,Venezuela,Business,5000000,0.32,20
TX241,1241,10000000,90000,16:58,2006,TRUE,Panama,Business,4500000,0.16,16
TX242,1242,105000000,1365000,15:04,9001,TRUE,Venezuela,Personal,10500000,0.63,9
TX243,1243,126000000,1008000,03:43,5007,TRUE,Zimbabwe,Personal,14000000,0.04,3
TX244,1244,70000000,630000,22:30,7006,FALSE,United Arab Emirates (UAE),Personal,10000000,0.76,5
TX245,1245,193000000,3667000,13:08,4007,TRUE,Pakistan,Personal,13000000,0.50,14
TX246,1246,171000000,3420000,05:36,4004,TRUE,Turkey,Business,2000000,0.68,3
TX247,1247,84000000,1596000,19:42,9003,TRUE,Kenya,Business,7000000,0.86,15
TX248,1248,115000000,2300000,19:11,10002,FALSE,Nigeria,Personal,11000000,0.67,1
TX249,1249,150000000,900000,22:40,7002,FALSE,Zimbabwe,Business,9000000,0.08,17
TX250,1250,174000000,1392000,07:11,3005,TRUE,Afghanistan,Personal,17000000,0.75,0
TX251,1251,82000000,1066000,12:00,3001,FALSE,Lebanon,Business,4000000,0.47,0
TX252,1252,194000000,1552000,13:24,5009,FALSE,Afghanistan,Personal,10500000,0.41,12
TX253,1253,187000000,1309000,15:27,3007,FALSE,Myanmar,Business,19000000,0.32,10
TX254,1254,172000000,1548000,01:54,5002,FALSE,Russia,Business,12500000,0.44,5
TX255,1255,185000000,2590000,06:34,8005,TRUE,Venezuela,Personal,7000000,0.16,10
TX256,1256,7000000,105000,07:22,4002,TRUE,Pakistan,Business,5500000,0.75,18
TX257,1257,177000000,2478000,15:28,5007,TRUE,Venezuela,Business,15000000,0.43,2
TX258,1258,194000000,2522000,10:29,10009,TRUE,Nigeria,Business,15000000,0.41,5
TX259,1259,180000000,1800000,02:42,3007,FALSE,United Arab Emirates (UAE),Business,15500000,0.98,7
TX260,1260,38000000,646000,21:02,7006,TRUE,Zimbabwe,Business,9000000,0.75,18
TX261,1261,38000000,760000,01:56,2008,FALSE,Iran,Business,3500000,0.90,12
TX262,1262,71000000,568000,20:17,4003,TRUE,Cayman Islands,Business,18000000,0.49,18
TX263,1263,146000000,1314000,19:18,10009,TRUE,North Korea,Business,17000000,0.03,7
TX264,1264,168000000,1848000,00:19,4009,TRUE,Thailand,Business,17500000,0.84,8
TX265,1265,7000000,112000,00:52,8006,FALSE,Thailand,Personal,3500000,0.80,2
TX266,1266,114000000,1254000,19:52,2009,FALSE,Iran,Personal,10500000,0.15,9
TX267,1267,94000000,564000,13:59,7005,TRUE,Pakistan,Personal,6000000,0.87,10
TX268,1268,170000000,3230000,20:01,8001,FALSE,United Kingdom,Business,2500000,0.90,13
TX269,1269,108000000,1404000,21:53,6001,FALSE,North Korea,Personal,11000000,0.57,19
TX270,1270,8000000,136000,13:53,7006,TRUE,Afghanistan,Personal,5000000,0.09,9
TX271,1271,61000000,610000,00:56,3004,FALSE,Lebanon,Personal,10500000,0.33,17
TX272,1272,30000000,570000,18:20,5007,TRUE,Russia,Personal,20000000,0.18,6
TX273,1273,74000000,888000,08:48,2009,TRUE,Kenya,Personal,3500000,0.53,9
TX274,1274,7000000,98000,10:09,9007,FALSE,Syria,Business,12000000,0.38,16
TX275,1275,39000000,390000,07:57,6006,TRUE,North Korea,Business,16000000,0.69,19
TX276,1276,184000000,1104000,18:29,7008,TRUE,Zimbabwe,Personal,10500000,0.02,7
TX277,1277,33000000,198000,23:19,8005,TRUE,United States,Personal,2500000,0.32,12
TX278,1278,124000000,868000,12:36,10005,FALSE,Syria,Personal,17000000,0.13,16
TX279,1279,85000000,1105000,16:20,8005,FALSE,Nigeria,Business,18000000,0.30,11
TX280,1280,146000000,1168000,16:37,3004,FALSE,Australia,Business,18500000,0.38,16
TX281,1281,120000000,600000,22:12,4006,FALSE,Venezuela,Personal,19000000,0.52,20
TX282,1282,14000000,112000,02:33,4007,TRUE,Afghanistan,Personal,17000000,0.57,10
TX283,1283,148000000,2960000,20:37,3007,FALSE,Thailand,Personal,2500000,0.66,12
TX284,1284,20000000,360000,23:14,3004,FALSE,Venezuela,Business,14000000,0.94,1
TX285,1285,137000000,2055000,03:28,8009,FALSE,Cayman Islands,Personal,18500000,0.45,15
TX286,1286,176000000,1760000,04:14,6006,FALSE,Singapore,Business,6000000,0.26,2
TX287,1287,189000000,1701000,05:15,8004,FALSE,Russia,Business,19500000,0.11,2
TX288,1288,11000000,132000,11:14,4002,FALSE,Venezuela,Personal,19000000,0.97,15
TX289,1289,61000000,915000,21:12,4004,FALSE,Afghanistan,Personal,17000000,0.46,6
TX290,1290,163000000,1630000,21:47,7009,TRUE,Cayman Islands,Personal,3500000,0.74,16
TX291,1291,103000000,1339000,17:09,6003,TRUE,United Arab Emirates (UAE),Personal,11000000,0.27,14
TX292,1292,72000000,936000,22:27,5008,FALSE,New Zealand,Personal,18500000,0.96,0
TX293,1293,8000000,104000,00:51,9007,FALSE,Afghanistan,Personal,14500000,0.89,16
TX294,1294,119000000,1904000,03:46,3003,TRUE,Russia,Business,7500000,0.56,0
TX295,1295,176000000,3344000,07:03,5005,FALSE,Russia,Personal,20000000,0.60,3
TX296,1296,108000000,1080000,05:04,2005,FALSE,Afghanistan,Personal,4000000,0.97,1
TX297,1297,132000000,2376000,07:30,9005,FALSE,Pakistan,Personal,4000000,0.24,11
TX298,1298,148000000,1480000,01:21,3009,FALSE,North Korea,Business,1500000,0.42,18
TX299,1299,26000000,468000,00:00,6009,FALSE,North Korea,Business,11500000,0.44,17
TX300,1300,182000000,3640000,11:15,9005,TRUE,Cayman Islands,Personal,7000000,0.57,3
TX301,1301,129000000,2322000,06:29,9008,FALSE,Lebanon,Personal,13000000,0.36,6
